ulasan_bersih,sentimen
habis top up kok ngga masuk sih padahal lagi butuh banget hadehhhh jadi nyesal top up,negatif
sangat tidak membantu dengan orderan yg sekarang paraaahhhhh,negatif
tolong dibuka akun saya sudah sebulan lebih diblokir dari pihak gopay itu didalam masih ada saldo sejuta lebih tolong dikembalikan jangan sampai saya viralkan,negatif
duhsaya jd bingung nih bnyk comen ga enak tntg insentif prakerja yg susah di tarik dr gopaykrna bntr lg insentif saya sgara cairlah klo susah d ambil piye toh mohon di perbaiki lg yaa gojek spya smua org prcya sm aplikasi ini dan bnyk yg pkaiksh kprcyaan qt smua donksaya jg ikut mewakili yg ikut prakerja jg ambil ewalet gopaysmoga di mudahkan utk tarik tunai ke rekening bankaamiin,negatif
gojekbagaimana cara menghubungimu saat aku mempunyai masalah saat mengunakan aplikasimu kamu tidak mempunyai alamat email maupun cortumer servis sekarang aku tidak bisa menarik tunai gopay pinjam mu kemana aku harus memberitahumu pulihkan lagi gopay pinjammu biar aku bisa menggunakannya lagi,negatif
lama sekali update nya padahal jaringan stabil,negatif
iklan terlalu banyak  sorry y,negatif
kenapa buat daftar aja dipersulit tanda panahnya cuma putar putar terus padahal udah dpt no otp,negatif
penggunaan nya sangat mudah dan sangat bermanfaatterimakasih gojek,positif
pengalaman ramah tetapi harga nya saat ini terlalu tinggi bagi kami mahasiswa yang merantau,negatif
pertama kali pakai aplikasi online inimudahcepat semoga terus memperbaiki pelayanan,positif
sederhana sih tp mempermùdah saat sedang butuh kendaraan,positif
sangat membantu di kala tiduk punya kendaraan pribadi hehe,positif
lumayan membantu walau untuk go foodnya makin mahal ongkirnya 🤣,positif
ok keren opratornya ok personilnya keren yg pake jasanya juga lebih keren,positif
transportasi semakin gampang nyaman dan cepat,positif
drivernya bs d andalkan komunikasinya jg bagus,positif
aplikasi ampas kenapa gak bisa cancel makanan aplikasi ampas,negatif
terima kasih gojek  lebih di tingkatkan lagi pelayanan dan kenyamanannya,positif
gak semua pembayaran bisa pakai dompet digital linkaja,netral
pelanggan ythtagihan gopay later  dari mab sdh jatuh tempobiaya denda rb akan dibebankan besok jika tdk ada pembayaranabaikan bila sdh bayar jika telat lagi selama  hari katanya denda akan naik ini namanya pemerasan bukan solusi silahkan di bekukan saja,negatif
bagai mana solusinya agak gopayleter saja bisa di buka dan di gunakan kembalimohon penjelasannya,positif
saya berharap aplikasi ini baik baik saya dan membantu saya dalam mencairkan uang insentif dari prakerja😊😊😊,positif
sangat membantu saya dalam order makanan di luar jadi tidak perlu keluar rumah thanks gojek,positif
tidak bisa di akses waktu habis tolong di perbaiki terimakasih,netral
mantapp gojek banyak promonyahampir tiap minggu saya dapatselalu bisa diandalkan dlm segala kebutuhansukses selalu gojek 😍👍👍makasih ya,positif
keren tapi tolong isi ulang gopay lebih dipermudah,positif
kesukaran saya menjadi mudah dgn apk inidan pekerjaan yg dulu nya capek sya lkuin skarang tdk lgikarna smua nya ad d gojek,positif
d butuhkan d saat yg tepat,positif
sangat membantuuu tapi kenapa aku gapernahh dapet voucher 😭😭😭😭😭😭 pdhl udah thn pake apk ini,positif
susah kalo kepesen gofood di cancel aja gabisa minimal ada fitur lah biar bisa dicancel,negatif
tingkatkan pelayanannya pilih resto yg benar,positif
aq kecewa karna skrng gak dapet promo lagimalah makin mahal,negatif
masa gang muat  orang di jalur yg dilewati klo memang tidak bisa membaca maps jgn d paksa kan kasian utk driver bike niscaya seperti alternatif jalur namun tidak layak,negatif
untuk bisa dikenali teman untuk mengetaui berita di sosial media dengan baik untuk memperluas wawasan tentang sosial media dan lain lain,positif
kebanyakan biaya ini itu ongkir mahal tp driver terima nya separonyagak jelas lu,negatif
sebentar sebentar update dan wajib di update hadeeeh,positif
payah beli token listik gak ada no resi nya di email gak di respon udah  hari baru ada balesan gojek makin payah,negatif
ya bagus semoga aja di percepat lagi kalau ada yang mau upgrade,positif
mohon jika customer melakukan pembatalan mohon ditambah alasannya karena banyak order fiktif thanks,positif
iklan nya ngehalangin pas ngegambar dan pas dah lewat ke ulang udah x loh🙂🙂,negatif
promo nipu kirain untuk semua yang dapat voucher ternyata terbatas voucher nya  rugi nukerin poin bima tri pake gofood,negatif
sejauh ini ketika saya memakai aplikasi gojek pelayanannya bagus driver food maupun transportasi semua oke,positif
kenapa harus sering sering di update dan selalu membutuhkan ruang yg lebih besar,negatif
sampai saat ini masih baikbaik saja belum ada kendala yg terlau segnifikan,positif
tolong harga tarifx lebih d sesuaikan jngn terlalu murah kasih driver pak,negatif
mudah dan cepat,positif
tagihan lancar smua mau tarik gopaypinjam lagi eh malah d blok mau hapus akun malah d bilang masih ada tagihan gopaylater padahal di halaman gopaylater nya ga ad tagihan huuuuu,negatif
memudahkan dalam berbagai urusan kedepannya lebih banyak promo,positif
gojek pilih kasih mano paket sembako aq duo kali dk katek yg metu vocernyo klu dk katek nian buat aq nak q apus bae aplikasi order nipenuh i memori hp aq bae,negatif
sangat membantu dalam perjalanan dan pemesanan makanan,positif
bayar tagihan no ribet tak perlu keluar rumah dan biaya admin pun murah so kita bisa happy,positif
apaan drivernya gga mau nyamperin posisi penumpang nya kecawa sangat,negatif
lebih baik lagi dan perhatikan kesejahteraan nya para driver nya terimakasih,netral
credit gojek saya tadinya  baru saya pakai sekali dengan jumlah  tapi kredit saya sekarang malah tinggal,negatif
pakai gosend gak gercep cari drivernya lama sekalinya dapet malah di cancel drivernya,negatif
jam minimal  orderan klo g bisa ngeset sekolah lagi,negatif
para penumpang jangan pada ngeluhdi driver sekarang argonya,negatif
ini apa sih aktifkan lokasi trs tiap mau gofood padahal udah di aktifkan tp ttp di minta trs mau gofood sampe gak jadi,negatif
jarang promo ih sekarang,positif
mantap n lebih ditingkatkan lagi untuk bonus² nya,positif
buat daftar gopay plus d persulit  akun sampe ganti berapa x gak bisa ter verifikasi katanya,negatif
udah bayar payletter cicil tapi kok belum masuk juga gimana ini lama banget penyelesaiannya sudah  hari yang lalu saya bayar tapi masih ditagih sampai sekarang saya harus apa,negatif
masa tiap bulan harus memperbarui terus tapi tampilan sama aja,negatif
sangat membantu aplagi untuk gofoodnya thanks,positif
order untuk sahur sampe detik ini gak diambil mau cancel gak bisa jd ngambang orderannya aneh,positif
makasih banyak gojeksaya merasa terbantu dengan aplikasi gojek kapanpun di mana pun dia selalu ada buat sayaditambah lagi gopay waduh tambah membantu lagisekali lagi makasih gojek,positif
sangat mudah dan cepat pokoknya sip deh,positif
nice lebih diperbanyak lagi promo buat penumpang,positif
aplikasi sangat membantu saya mohon untuk upgrade promernya dipercepat ya terimakasih,positif
thx untuk aplikasi nya bs membantu meringankan pekerjaan qta sebagai ibu,positif
tolong untuk driver di edukasi agar lebih sopan dan beretika cancel pesanan seenaknya sendiri,negatif
terlalu banyak biaya ini itu disamping banyaknya voucher promo politis,netral
buat apa nomer kita pakai di samarkankasian drivernya kadang nomer customer itu g aktif hanya ada wa aja,negatif
semoga mskin banyak promo,positif
order gofood nunggu driver bisa  jm belum lagi di buatin makanannya blum lagi di jalan   jam nunggu bahkan lebih mantap lah 🙂,negatif
aplikasi gojek nya bagus banget saya kasih bintang  dulu ya aku kan baru make aplikasi gojek ntar aku tambah lagi,positif
menggangu hp iklan masuk otomatis banyak  tolong gojek jangan ngiklan ke hp saya,negatif
banyakin promo foodnya donk😂soalnya jarang pake go ride karena udah ngga kerja lagi,positif
bagus pelayanannya sangat membantu,positif
tadi awalnya mau pesen tiket nonton di go tiketb servernya jelek sekali sekarang lumayan sudah bener,positif
doyan banget update loh jek setahun sekali ke dua tahun sekali ke lima tahun sekali ke,positif
cara penagihan pay later barusan sangat tidak sopan kemarin saya meeting kerja pulang jam  malam mau bayar pay later lewat alfamart malah kebablasan jalanin motor sampe rumah karena ayah saya nelpon dirumah anak kembar saya nangis minta susu mbanking saya lagi tidak bisa dipergunakan dan tadi gaya bahasa penagih sangat menyakiti hati saya bilangnya nanti kalo ibu hari ini ga bayar mau alesan lupa lagi ya bu astaghfirullah lagi pandemik gini ada aja godaan 😑😑😑😑😑,negatif
setelah di upgrade saat ke pilihan gomart tidak ada pilihan tempat belanja lagi kenapa,positif
sangat membantu kaum rebahan seperti saya kalau lagi mager😁😁,positif
kl mau pesan susah terutama mobil jarang bisa dapat,positif
sangat membantu tolong tingkatkan kenyamanan dlm pergojekan,positif
terimakasi toko pedia sangat membatu sekali dan sangat memuaskan,positif
sgt terbantu dgn apk ini,positif
tolong diperbaiki lagi  kok ada notifikasi kamu belum bisa pakai gojek dulu kenapa kok bisa gitu,negatif
jangan kalah sama grab promonya sistemnya jauh lebih lincah grab kalau kunci yang gacor gacor yang enggakenggak,netral
klo bisa voucher luar kota jangan di share donk sangat sangat tdk berguna buat saya,positif
transaksi yang mudah dan memudahkan dlaam transportasi,positif
nomor hangus atau tidak aktif tolong dong biar bisa ganti pin sama nomer hp baru lewat email biar ga ribet udh foto ktp udh selfie juga jawaban sama aja,negatif
mitra kerja mitra semua kegiatan sangat membantu,positif
tarif tidak masuk akal jarak  km jadi  km tolong di kroscek ulang,negatif
kenapa selalu susah setiap kali disuruh upgrade ke gopay plus padahal lagi butuh mau transfer uang dari gopay saya kerekening,netral
top top perjalanan jadi mudah cukup nyaman,positif
ga nyesel dehh sama aplikasi ini  sekarang kemana jadi mudah semua serba mudah,positif
ongkos kirim gofood mahal banget😒 aneh driver nya yg minta cancel koq malahan akun gw yg di blokir 😣😌😪😡 tarif goride juga lebih baik grab lebih murah,negatif
saya mau mesan go food tetapi dia suruh aktifkan lokasi tapi ketika sudah aktifkan lokasi dia suruh lagi aktifkan lokasibenci saya,negatif
tolong perbaiki untuk set lokasi belum bisa detail,positif
aplikasinya sering minta update mulu ngeselin kalo buru buru ngorder plisssss itu kenapaaaaa yaaa,positif
untuk pelayanan semua sudah bagustapi untuk transfer banktidak ada laporan masuk gemailuntuk kedepan nya di tingkat kan lagiterimakasih,positif
ok kenapa hrs sering updatedayaku sdh penuh jadi ndak bisa updatetambah repot,positif
kalau bisa pasangin jg setingan bahasa indonesia,positif
sederhana dan mudah dalam penggunaannya,positif
harga naik dua kali lipat lebih lamalama ntar aplikasinya ini semoga tutup aja sekalian,negatif
paylater saya diblokir gatau kenapa disuruh update tapi gak ada yg mau di update,negatif
aplikasi yg sangat membantu meringankan aktivitas kerja,positif
bagus tetapi mencari driver nya di per cepat,positif
gojek d pegang sma siapa sih skrg kok makin kesni bukannya makin bagus malah makin buruk setiap mw pesen pasti ajjh maaf sedang gangguan trus dpet limit gede pas mw d pake gak bisa laahhh percuma doonk ada limit tp gk bsa d pke,negatif
kenapa saldo saya nggak nambah nambah padahal saya isi tapi masi aja saldo nya tetap mohon bantunya,negatif
cepat mudah dan murah  bayarnya,positif
mudah digunakan gampang cari driver pesanan cepat sampai,positif
tolong tingkatin dong playlater aku karena aku selalu tepat waktu bayarnya terima kasih😊,positif
aplikasi burik nagih paylater gak ada sopan nya udah di denda hari mau bayar tapi kmarin susah di buka sekarang udah aku bayar lunas langsung dan gk mau gunain lagi sakit hati,negatif
memudahkan bagi orang yang tidak tahu jalan dan sangat membantu,negatif
udh total  dpt promo k eh tb pas sampe restoran harga berubah hahahahaha voucher ilang anjing emang pake gofood krn ada promo malah kyk gini asu,negatif
awl² rutenya pling dekat udah benar sekrang dipilihkan rute jauh tetapi takutnya driver milih rute dekat jadi rugi sedikit bagi penumpang,netral
mana janji gojek untuk mengembalikan dana yang udah saya transfer ke gopay sudah lebih dari  hari padahal janjinya x jam sampai sekarang saldo gopay saya tidak bertambah udah lapor udah suruh isi ini itu ga ada kejelasan ga ada tanggung jawabnya😡😡😡😡,negatif
saya lokasi dimedan detik ini juga mesan gosend setengah jam ga dapat driver macam ga punya driver lagi ini gojek ancur,negatif
kenapa aplikasinya tidak bisa didownload  lalu saya minta tolong perbaiki sistem aplikasinya 🙏🙏🙏🙏,negatif
saldo suka hilang atau berkurang dengan jumlah yg tidak sesuai dengan transaksi ☹️☹️ mengajukan komplain responnya berteletele,negatif
bisa bisanya pinjaman masih dipotong mahal sekali biaya admin termahal sedunia,negatif
terlalu lambat masuk saldo,negatif
kenapa nomor hp saya sudah tercantum di akun gojek customer dengan email yg berbeda ya   padahal saya baru download dan ingin mendaftarkan nya  anehhh,negatif
oke aplikasinya terus tingkatkan pelayanannya,positif
aplikasi selalu minta update pdhl lagi pengen cepet cepet malah di suruh update dulu👎🏻,negatif
bagus dan sangat membntu saya dlam perjalanan ke tmpat kerjaan,positif
otp ga masuk  loading lama  ribet pokonya  enakan sebelah,negatif
ribet sekarang harus verifikasi muka segala mw login aja gk kaya grab login tinggal login gk perlu vermuk,negatif
map sering eror lokasinya tidak akurat,netral
tks sangat membantu,positif
aplikasi gojek sangat membantu bisa buat belanja juga di alfamartsukses selalu gopay,positif
aplikasi ini bagus dan saya mengunakan aplikasi ini dalam hal keperluan prakerja semoga aplikasi ini membantu kita dalam menyelesaikan segala hal terimakasi gojek,netral
maaf sekarang jarang ada promonya tarif juga makin naikmending naik transportasi umum,negatif
mantapp suka banget 🥺🥺🥺💗 semoga perusahaan terus berkembang serta menyediakan aplikasi aplikasi berkualitas 💚,positif
mantap lah pokonya,positif
halo gojek saya suhendra pratama putra telah selesai mengikuti pelatihan prakerja dan webinar di skill akademi memakai aplikasi skill akademi di tokopedia dan wallet yg saya pakai memakai gopay pelatihan nya sangat baik sekali sesuai dengan judul mudah dipahami semoga saya ke depan bisa mengatur keuangan saya,positif
setelah di update versi terbaru kok malah forced closed mulu ini gimana,positif
keberadaan gojek sangat membantu namun ada sedikit keluhan mengenai driver tolong dong perhatiin jga kebersihannya apalagi siang siang kan kasihan customer massa hirup bau keringat driver yg gak enak banget 🙏🙏trus sering jga tu di kasih helm kadang helmnya baunya apek banget kebayang kalo make helmnya trus bau pas masuk kelas kitanya jadi bau 😬😬😬 jadi mohon di perhatikan lagi kebersihan sama helmnya 😊 terimahkasih,positif
